,Unnamed: 0,Unnamed: 0.1,exam_numname,mes_sub_id,mes_sub_name,exam_term,exam_type,exam_sdate,mes_StudentID,mes_Score,mes_Z_Score,mes_T_Score,mes_dengdi,bf_StudentID,cla_Name,cla_id
11,11,32858,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14610,75.0,-0.8211889000000001,73.43049,0.8130630999999999,14610.0,白-高二(02),902.0
12,12,32859,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14624,70.0,-1.478377,68.17299,0.9166667,14624.0,白-高二(02),902.0
13,13,32860,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14628,84.0,0.3617494,82.89399999999998,0.39864859999999996,14628.0,白-高二(02),902.0
14,14,32861,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14643,73.0,-1.084064,71.32748000000002,0.8761261,14643.0,白-高二(02),902.0
15,15,32862,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14645,81.0,-0.03256337,79.73949,0.5495495,14645.0,白-高二(02),902.0
16,16,32863,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14646,65.0,-2.135565,62.91548,0.9707207,14646.0,白-高二(02),902.0
17,17,32864,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14648,77.0,-0.5583137,75.53349,0.7342342,14648.0,白-高二(02),902.0
18,18,32865,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14653,72.0,-1.215502,70.27599000000001,0.8918919,14653.0,白-高二(02),902.0
19,19,32866,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14656,81.0,-0.03256337,79.73949,0.5472973000000001,14656.0,白-高二(02),902.0
20,20,32867,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14676,82.0,0.09887422,80.79099000000002,0.5112613,14676.0,白-高二(02),902.0
21,21,32868,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14679,83.0,0.23031179999999998,81.84249,0.44144140000000004,14679.0,白-高二(02),902.0
22,22,32869,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14695,83.0,0.23031179999999998,81.84249,0.44369369999999997,14695.0,白-高二(02),902.0
23,23,32870,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14726,86.0,0.6246246,84.99699,0.2747748,14726.0,白-高二(02),902.0
24,24,32871,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14737,75.0,-0.8211889000000001,73.43049,0.8108108,14737.0,白-高二(02),902.0
25,25,32872,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14739,76.0,-0.6897513000000001,74.48199,0.7792793,14739.0,白-高二(02),902.0
26,26,32873,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14741,80.0,-0.164001,78.688,0.6148649,14741.0,白-高二(02),902.0
27,27,32874,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14749,69.0,-1.6098139999999999,67.12148,0.9301802,14749.0,白-高二(02),902.0
28,28,32875,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14758,74.0,-0.9526264999999999,72.37899,0.8490991,14758.0,白-高二(02),902.0
29,29,32876,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14769,84.0,0.3617494,82.89399999999998,0.39639640000000004,14769.0,白-高二(02),902.0
30,30,32877,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14776,76.0,-0.6897513000000001,74.48199,0.7815314999999999,14776.0,白-高二(02),902.0
31,31,32878,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14782,77.0,-0.5583137,75.53349,0.731982,14782.0,白-高二(02),902.0
32,32,32879,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14788,88.0,0.8874996999999999,87.1,0.19369370000000002,14788.0,白-高二(02),902.0
33,33,32880,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14815,83.0,0.23031179999999998,81.84249,0.4459459,14815.0,白-高二(02),902.0
34,34,32881,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14827,77.0,-0.5583137,75.53349,0.7297296999999999,14827.0,白-高二(02),902.0
35,35,32882,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14829,70.0,-1.478377,68.17299,0.9189189,14829.0,白-高二(02),902.0
36,36,32883,2017学年度第一学期期末总评,7.0,历史,2017-2018-1,5,2018/1/23 00:00:00,14865,80.0,-0.164001,78.688,0.6126126000000001,14865.0,白-高二(02),902.0
37,37,32884,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14460,87.0,0.7441189,85.95295,0.24324320000000002,14460.0,白-高二(02),902.0
38,38,32885,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14464,82.0,0.1205085,80.96406999999998,0.4707207000000001,14464.0,白-高二(02),902.0
39,39,32886,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14482,86.0,0.6193969,84.95518,0.2837838,14482.0,白-高二(02),902.0
40,40,32887,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14485,63.0,-2.249211,62.00631,0.9752252,14485.0,东-高一(10)-IB,943.0
41,41,32888,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14487,77.0,-0.5031019,75.97518000000002,0.7477477,14487.0,白-高二(02),902.0
42,42,32889,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14512,85.0,0.4946747,83.9574,0.3333333,14512.0,白-高二(02),902.0
43,43,32890,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14537,90.0,1.118285,88.94628,0.09234234,14537.0,白-高二(02),902.0
44,44,32891,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14544,83.0,0.2452306,81.96185,0.4459459,14544.0,白-高二(02),902.0
45,45,32892,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14545,85.0,0.4946747,83.9574,0.3355856,14545.0,白-高二(02),902.0
46,46,32893,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14557,85.0,0.4946747,83.9574,0.33783779999999997,14557.0,白-高二(02),902.0
47,47,32894,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14558,85.0,0.4946747,83.9574,0.3400901,14558.0,白-高二(02),902.0
48,48,32895,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14560,88.0,0.868841,86.95073000000002,0.1801802,14560.0,白-高二(02),902.0
49,49,32896,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14573,89.0,0.9935630999999999,87.9485,0.1441441,14573.0,白-高二(02),902.0
50,50,32897,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14581,82.0,0.1205085,80.96406999999998,0.472973,14581.0,白-高二(02),902.0
51,51,32898,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14582,79.0,-0.2536578,77.97074,0.6621621999999999,14582.0,白-高二(02),902.0
52,52,32899,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14590,75.0,-0.7525460999999999,73.97963,0.8130630999999999,14590.0,白-高二(02),902.0
53,53,32900,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14593,80.0,-0.1289357,78.96851,0.5945946,14593.0,白-高二(02),902.0
54,54,32901,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14597,78.0,-0.3783798,76.97296,0.6914414000000001,14597.0,白-高二(02),902.0
55,55,32902,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14604,61.0,-2.498655,60.01076,0.9842341999999998,14604.0,白-高二(02),902.0
56,56,32903,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14610,81.0,-0.004213584,79.96629,0.5518018,14610.0,白-高二(02),902.0
57,57,32904,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14624,77.0,-0.5031019,75.97518000000002,0.75,14624.0,白-高二(02),902.0
58,58,32905,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14628,91.0,1.243007,89.94406,0.07432432,14628.0,白-高二(02),902.0
59,59,32906,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14643,80.0,-0.1289357,78.96851,0.5923423000000001,14643.0,白-高二(02),902.0
60,60,32907,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14645,81.0,-0.004213584,79.96629,0.5495495,14645.0,白-高二(02),902.0
61,61,32908,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14646,63.0,-2.249211,62.00631,0.972973,14646.0,白-高二(02),902.0
62,62,32909,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14648,90.0,1.118285,88.94628,0.09009009,14648.0,白-高二(02),902.0
63,63,33181,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14653,82.0,0.1205085,80.96406999999998,0.47972970000000004,14653.0,白-高二(02),902.0
64,64,33182,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14656,83.0,0.2452306,81.96185,0.44369369999999997,14656.0,白-高二(02),902.0
65,65,33183,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14676,87.0,0.7441189,85.95295,0.23873870000000005,14676.0,白-高二(02),902.0
66,66,33184,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14679,87.0,0.7441189,85.95295,0.24099099999999998,14679.0,白-高二(02),902.0
67,67,33185,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14695,82.0,0.1205085,80.96406999999998,0.4752252,14695.0,白-高二(02),902.0
68,68,33186,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14726,89.0,0.9935630999999999,87.9485,0.14639639999999998,14726.0,白-高二(02),902.0
69,69,33187,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14737,73.0,-1.00199,71.98408,0.8558559000000001,14737.0,白-高二(02),902.0
70,70,33188,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14739,84.0,0.3699527,82.95962,0.3783784,14739.0,白-高二(02),902.0
71,71,33189,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14741,85.0,0.4946747,83.9574,0.3423423,14741.0,白-高二(02),902.0
72,72,33190,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14749,82.0,0.1205085,80.96406999999998,0.47747749999999994,14749.0,白-高二(02),902.0
73,73,33191,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14758,85.0,0.4946747,83.9574,0.33108109999999996,14758.0,白-高二(02),902.0
74,74,33192,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14769,87.0,0.7441189,85.95295,0.2364865,14769.0,白-高二(02),902.0
75,75,33193,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14776,86.0,0.6193969,84.95518,0.286036,14776.0,白-高二(02),902.0
76,76,33194,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14782,85.0,0.4946747,83.9574,0.3288288,14782.0,白-高二(02),902.0
77,77,33195,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14788,91.0,1.243007,89.94406,0.07207207,14788.0,白-高二(02),902.0
78,78,33196,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14815,94.0,1.617174,92.93739000000001,0.03153153,14815.0,白-高二(02),902.0
79,79,33197,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14827,92.0,1.3677290000000002,90.94183000000001,0.0518018,14827.0,白-高二(02),902.0
80,80,33198,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14829,76.0,-0.6278239999999999,74.97740999999998,0.7747748000000001,14829.0,白-高二(02),902.0
81,81,33199,2017学年度第一学期期末总评,8.0,地理,2017-2018-1,5,2018/1/23 00:00:00,14865,86.0,0.6193969,84.95518,0.2882883,14865.0,白-高二(02),902.0
82,82,33200,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14460,82.0,0.18241770000000002,81.45934,0.4481982,14460.0,白-高二(02),902.0
83,83,33201,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14464,88.0,1.0319989999999999,88.256,0.1441441,14464.0,白-高二(02),902.0
84,84,33202,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14482,83.0,0.3240146,82.59212,0.41891890000000004,14482.0,白-高二(02),902.0
85,85,33203,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14485,70.0,-1.516746,67.86604,0.9279279,14485.0,东-高一(10)-IB,943.0
86,86,33204,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14487,78.0,-0.3839701,76.92824,0.6599099,14487.0,白-高二(02),902.0
87,87,33205,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14512,85.0,0.6072085,84.85767,0.31531529999999997,14512.0,白-高二(02),902.0
88,88,33206,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14537,88.0,1.0319989999999999,88.256,0.14639639999999998,14537.0,白-高二(02),902.0
89,89,33207,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14544,77.0,-0.5255671,75.79545999999998,0.7252251999999999,14544.0,白-高二(02),902.0
90,90,33208,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14545,87.0,0.8904023999999999,87.12321999999998,0.2004505,14545.0,白-高二(02),902.0
91,91,33209,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14557,80.0,-0.1007762,79.19379,0.5653153000000001,14557.0,白-高二(02),902.0
92,92,33210,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14558,83.0,0.3240146,82.59212,0.4144144,14558.0,白-高二(02),902.0
93,93,33211,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14560,91.0,1.45679,91.65432,0.04504504,14560.0,白-高二(02),902.0
94,94,33212,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14573,82.0,0.18241770000000002,81.45934,0.45045050000000003,14573.0,白-高二(02),902.0
95,95,33213,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14581,89.0,1.1735959999999999,89.38877,0.1058559,14581.0,白-高二(02),902.0
96,96,33214,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14582,79.0,-0.2423732,78.06101,0.6216216,14582.0,白-高二(02),902.0
97,97,33215,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14590,71.0,-1.375149,68.99880999999999,0.9076576999999999,14590.0,白-高二(02),902.0
98,98,33216,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14593,87.0,0.8904023999999999,87.12321999999998,0.2027027,14593.0,白-高二(02),902.0
99,99,33217,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14597,83.0,0.3240146,82.59212,0.4166667000000001,14597.0,白-高二(02),902.0
100,100,33218,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14604,74.0,-0.9503579,72.39714000000002,0.8355855999999999,14604.0,白-高二(02),902.0
101,101,33219,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14610,88.0,1.0319989999999999,88.256,0.14864860000000002,14610.0,白-高二(02),902.0
102,102,33220,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14624,84.0,0.4656116,83.72489,0.3468468,14624.0,白-高二(02),902.0
103,103,33221,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14628,93.0,1.739984,93.91988,0.02252252,14628.0,白-高二(02),902.0
104,104,33222,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14643,78.0,-0.3839701,76.92824,0.6576576999999999,14643.0,白-高二(02),902.0
105,105,33223,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14645,89.0,1.1735959999999999,89.38877,0.1036036,14645.0,白-高二(02),902.0
106,106,33224,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14646,71.0,-1.375149,68.99880999999999,0.9099099,14646.0,白-高二(02),902.0
107,107,33225,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14648,87.0,0.8904023999999999,87.12321999999998,0.19819820000000002,14648.0,白-高二(02),902.0
108,108,33226,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14653,82.0,0.18241770000000002,81.45934,0.4527027,14653.0,白-高二(02),902.0
109,109,33227,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14656,88.0,1.0319989999999999,88.256,0.1509009,14656.0,白-高二(02),902.0
110,110,33228,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14676,91.0,1.45679,91.65432,0.04279279,14676.0,白-高二(02),902.0
111,111,33229,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14679,87.0,0.8904023999999999,87.12321999999998,0.19594589999999998,14679.0,白-高二(02),902.0
112,112,33230,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14695,90.0,1.315193,90.52155,0.07207207,14695.0,白-高二(02),902.0
113,113,33231,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14726,93.0,1.739984,93.91988,0.02477477,14726.0,白-高二(02),902.0
114,114,33232,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14737,79.0,-0.2423732,78.06101,0.6238739000000001,14737.0,白-高二(02),902.0
115,115,33233,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14739,91.0,1.45679,91.65432,0.04054054,14739.0,白-高二(02),902.0
116,116,33234,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14741,82.0,0.18241770000000002,81.45934,0.454955,14741.0,白-高二(02),902.0
117,117,34587,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13694,-2.0,,,,,,
118,118,34588,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13711,-2.0,,,,,,
119,119,34589,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13712,79.0,-0.11957480000000001,79.0434,0.5887097,,,
120,120,34590,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13720,-2.0,,,,,,
121,121,34591,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13740,-2.0,,,,,,
122,122,34592,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13752,66.0,-1.7461959999999999,66.03043000000001,0.9354839,,,
123,123,34593,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13765,89.0,1.131672,89.05338,0.1209677,,,
124,124,34594,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13777,83.0,0.3809239,83.04739000000002,0.41935479999999997,,,
125,125,34595,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13779,-2.0,,,,,,
126,126,34596,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13802,91.0,1.381921,91.05537,0.048387099999999995,,,
127,127,34597,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13803,81.0,0.1306746,81.04539,0.5201613,,,
128,128,34598,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13809,75.0,-0.6200734999999999,75.03941,0.7419355,,,
129,129,34599,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13816,75.0,-0.6200734999999999,75.03941,0.7459677,,,
130,130,34600,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13818,78.0,-0.2446995,78.0424,0.6209677,,,
131,131,34601,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13819,80.0,0.005549885,80.0444,0.5362903,,,
132,132,34602,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13853,75.0,-0.6200734999999999,75.03941,0.7379031999999999,,,
133,133,34603,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13863,67.0,-1.621071,67.03143,0.9233870999999999,,,
134,134,34604,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13897,-2.0,,,,,,
135,135,34605,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13905,78.0,-0.2446995,78.0424,0.625,,,
136,136,34606,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13920,69.0,-1.370822,69.03341999999999,0.8991935,,,
137,137,34607,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13938,-2.0,,,,,,
138,138,34608,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13494,83.0,0.372729,82.98183,0.4,,,
139,139,34609,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13516,79.0,-0.1283333,78.97334000000002,0.6367347,,,
140,140,34610,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13521,-2.0,,,,,,
141,141,34611,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13523,-2.0,,,,,,
142,142,34612,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13524,87.0,0.8737913,86.99033,0.122449,,,
143,143,34613,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13530,-2.0,,,,,,
144,144,34614,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13532,90.0,1.249588,89.9967,0.06122449,,,
145,145,34615,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13534,87.0,0.8737913,86.99033,0.1306122,,,
146,146,34616,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13539,-2.0,,,,,,
147,147,34617,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13548,79.0,-0.1283333,78.97334000000002,0.6408163,,,
148,148,34618,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13551,-2.0,,,,,,
149,149,34619,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13555,-2.0,,,,,,
150,150,34620,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13559,75.0,-0.6293956999999999,74.96484,0.7836734999999999,,,
151,151,34621,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13560,68.0,-1.506255,67.94996,0.9061224,,,
152,152,34622,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13567,86.0,0.7485258,85.9882,0.244898,,,
153,153,34623,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13568,75.0,-0.6293956999999999,74.96484,0.7877550999999999,,,
