,mes_TestID,exam_number,exam_numname,mes_sub_id,mes_sub_name,exam_term,exam_type,exam_sdate,mes_StudentID,mes_Score,mes_Z_Score,mes_T_Score,mes_dengdi
33226,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14653,82.0,0.18241770000000002,81.45934,0.4527027
33227,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14656,88.0,1.0319989999999999,88.256,0.1509009
33228,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14676,91.0,1.45679,91.65432,0.04279279
33229,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14679,87.0,0.8904023999999999,87.12321999999999,0.19594589999999998
33230,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14695,90.0,1.315193,90.52155,0.07207207
33231,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14726,93.0,1.739984,93.91988,0.02477477
33232,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14737,79.0,-0.2423732,78.06101,0.6238739000000001
33233,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14739,91.0,1.45679,91.65432,0.04054054
33234,140076,289,2017学年度第一学期期末总评,17.0,政治,2017-2018-1,5,2018/1/23 00:00:00,14741,82.0,0.18241770000000002,81.45934,0.454955
34587,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13694,-2.0,,,
34588,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13711,-2.0,,,
34589,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13712,79.0,-0.11957480000000001,79.0434,0.5887097
34590,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13720,-2.0,,,
34591,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13740,-2.0,,,
34592,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13752,66.0,-1.7461959999999999,66.03043000000001,0.9354839
34593,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13765,89.0,1.131672,89.05338,0.1209677
34594,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13777,83.0,0.3809239,83.04739000000001,0.41935479999999997
34595,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13779,-2.0,,,
34596,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13802,91.0,1.381921,91.05537,0.048387099999999995
34597,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13803,81.0,0.1306746,81.04539,0.5201613
34598,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13809,75.0,-0.6200734999999999,75.03941,0.7419355
34599,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13816,75.0,-0.6200734999999999,75.03941,0.7459677
34600,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13818,78.0,-0.2446995,78.0424,0.6209677
34601,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13819,80.0,0.005549885,80.0444,0.5362903
34602,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13853,75.0,-0.6200734999999999,75.03941,0.7379031999999999
34603,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13863,67.0,-1.621071,67.03143,0.9233870999999999
34604,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13897,-2.0,,,
34605,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13905,78.0,-0.2446995,78.0424,0.625
34606,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13920,69.0,-1.370822,69.03341999999999,0.8991935
34607,139810,289,2017学年度第一学期期末总评,4.0,物理,2017-2018-1,5,2018/1/23 00:00:00,13938,-2.0,,,
34608,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13494,83.0,0.372729,82.98183,0.4
34609,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13516,79.0,-0.1283333,78.97334000000001,0.6367347
34610,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13521,-2.0,,,
34611,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13523,-2.0,,,
34612,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13524,87.0,0.8737913,86.99033,0.122449
34613,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13530,-2.0,,,
34614,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13532,90.0,1.249588,89.9967,0.06122449
34615,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13534,87.0,0.8737913,86.99033,0.1306122
34616,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13539,-2.0,,,
34617,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13548,79.0,-0.1283333,78.97334000000001,0.6408163
34618,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13551,-2.0,,,
34619,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13555,-2.0,,,
34620,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13559,75.0,-0.6293956999999999,74.96484,0.7836734999999999
34621,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13560,68.0,-1.506255,67.94996,0.9061224
34622,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13567,86.0,0.7485258,85.9882,0.244898
34623,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13568,75.0,-0.6293956999999999,74.96484,0.7877550999999999
34624,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13614,-2.0,,,
34625,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13625,81.0,0.1221979,80.97758,0.5551020999999999
34626,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13650,75.0,-0.6293956999999999,74.96484,0.7918367
34627,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13654,87.0,0.8737913,86.99033,0.1265306
34628,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13676,85.0,0.6232601999999999,84.98608,0.28979590000000005
34629,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13684,85.0,0.6232601999999999,84.98608,0.2938775
34630,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13694,90.0,1.249588,89.9967,0.06530612
34631,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13711,83.0,0.372729,82.98183,0.3959184
34632,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13712,-2.0,,,
34633,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13720,82.0,0.2474634,81.97971,0.5102041
34634,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13740,86.0,0.7485258,85.9882,0.24897960000000002
34635,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13752,-2.0,,,
34636,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13765,85.0,0.6232601999999999,84.98608,0.2857143
34637,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13777,81.0,0.1221979,80.97758,0.5510204000000001
34638,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13779,-2.0,,,
34639,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13802,86.0,0.7485258,85.9882,0.2530612
34640,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13803,75.0,-0.6293956999999999,74.96484,0.7959183000000001
34641,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13809,79.0,-0.1283333,78.97334000000001,0.6326531
34642,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13816,-2.0,,,
34643,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13818,84.0,0.4979946,83.98396,0.3755102
34644,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13819,-2.0,,,
34645,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13853,-2.0,,,
34646,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13863,70.0,-1.255724,69.95421,0.8979591999999998
34647,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13897,-2.0,,,
34648,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13905,-2.0,,,
34649,139797,289,2017学年度第一学期期末总评,5.0,化学,2017-2018-1,5,2018/1/23 00:00:00,13920,-2.0,,,
