,Unnamed: 0,exam_numname,mes_sub_id,mes_sub_name,exam_term,exam_type,exam_sdate,mes_StudentID,mes_Score,mes_Z_Score,mes_T_Score,mes_dengdi,bf_StudentID,cla_Name,cla_id
155,155,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14086,106.0,1.061029,88.48824,0.135468,14086,高三(09),923
156,156,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14015,91.5,-0.4057499000000001,76.75399999999998,0.6798029999999999,14015,高三(09),923
157,157,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14357,77.0,-1.872529,65.01977,0.9630542,14357,高三(09),923
158,158,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14160,86.0,-0.9621145,72.30309,0.8374384,14160,高三(09),923
159,159,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14019,116.5,2.12318,96.98544,0.009852217,14019,高三(10),925
160,160,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14345,103.5,0.8081363,86.46509,0.1921182,14345,高三(10),925
161,161,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14047,106.5,1.111608,88.89286,0.1206897,14047,高三(10),925
162,162,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14254,111.5,1.617394,92.93915,0.04679803,14254,高三(10),925
163,163,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14332,81.0,-1.4679,68.2568,0.9137931,14332,高三(10),925
164,164,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14185,107.0,1.162187,89.29749,0.09852216,14185,高三(10),925
165,165,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14121,109.5,1.4150790000000002,91.32063,0.06650246,14121,高三(10),925
166,166,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14215,97.5,0.2011932,81.60954,0.4458128,14215,高三(10),925
167,167,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14186,93.5,-0.2034356,78.37250999999998,0.6231526999999999,14186,高三(10),925
168,168,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14329,91.5,-0.4057499000000001,76.75399999999998,0.6970443000000001,14329,高三(10),925
169,169,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,13984,94.5,-0.1022784,79.18177,0.5738916000000001,13984,高三(10),925
170,170,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14004,106.0,1.061029,88.48824,0.1305419,14004,高三(10),925
171,171,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14163,86.5,-0.9115359,72.70770999999998,0.8300493,14163,高三(10),925
172,172,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14256,98.0,0.2517718,82.01418000000002,0.4310345,14256,高三(10),925
173,173,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14261,92.0,-0.3551714,77.15863,0.6600984999999999,14261,高三(10),925
174,174,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14255,100.0,0.4540862,83.63269,0.3374384,14255,高三(10),925
175,175,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14225,100.0,0.4540862,83.63269,0.33497540000000003,14225,高三(10),925
176,176,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14298,97.5,0.2011932,81.60954,0.4359606,14298,高三(10),925
177,177,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14115,106.0,1.061029,88.48824,0.1330049,14115,高三(10),925
178,178,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14250,96.5,0.100036,80.80029,0.497537,14250,高三(10),925
179,179,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,13990,105.5,1.010451,88.0836,0.1477832,13990,高三(10),925
180,180,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14087,105.0,0.9598721,87.67898000000002,0.16502460000000002,14087,高三(10),925
181,181,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14224,107.5,1.212765,89.70212,0.09605911,14224,高三(10),925
182,182,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14316,102.0,0.6564005,85.25121,0.2610838,14316,高三(10),925
183,183,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,13973,108.5,1.313922,90.51138,0.08866995,13973,高三(10),925
184,184,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14341,99.0,0.352929,82.82343,0.3817734,14341,高三(10),925
185,185,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14155,106.5,1.111608,88.89286,0.1182266,14155,高三(10),925
186,186,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14143,99.5,0.4035076,83.22806,0.3448276,14143,高三(10),925
187,187,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14271,85.0,-1.063272,71.49383,0.8596059000000001,14271,高三(10),925
188,188,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14229,101.5,0.6058219,84.84657,0.2635468,14229,高三(10),925
189,189,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14029,115.0,1.971444,95.77155,0.01477833,14029,高三(10),925
190,190,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14358,110.5,1.516237,92.12989,0.04926108,14358,高三(10),925
223,223,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14314,80.0,-1.569058,67.44754,0.9310345,14314,高三(05),922
224,224,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14000,109.5,1.4150790000000002,91.32063,0.06403941,14000,高三(10),925
225,225,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14123,63.0,-0.5981618000000001,75.21471,0.7555556,14123,高三(03),917
226,226,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14327,79.0,0.7269966,85.81597,0.2493827,14327,高三(03),917
227,227,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14295,78.0,0.6441741999999999,85.1534,0.291358,14295,高三(03),917
228,228,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14305,39.0,-2.585899,59.31281,0.9876543,14305,高三(03),917
229,229,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14187,83.0,1.058286,88.46629,0.16296300000000002,14187,高三(03),917
230,230,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14210,72.0,0.1472398,81.17792,0.5037037,14210,高三(03),917
237,237,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14041,104.5,0.9092935,87.27435,0.1773399,14041,高三(01),921
238,238,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,13981,93.5,-0.2034356,78.37250999999998,0.6182266,13981,高三(01),921
239,239,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,13969,93.0,-0.2540142,77.96789,0.635468,13969,高三(01),921
240,240,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14111,103.0,0.7575576999999999,86.06045999999998,0.2167488,14111,高三(01),921
241,241,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14128,97.5,0.2011932,81.60954,0.4482759,14128,高三(02),916
242,242,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,13959,100.0,0.4540862,83.63269,0.33004920000000004,13959,高三(02),916
243,243,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14033,102.5,0.7069791,85.65583000000002,0.2339901,14033,高三(02),916
244,244,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14052,107.0,1.162187,89.29749,0.1009852,14052,高三(02),916
277,277,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14303,93.0,-0.2540142,77.96789,0.6280788,14303,高三(05),922
278,278,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14213,91.0,-0.4563285,76.34937,0.7044335,14213,高三(05),922
279,279,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14366,100.0,0.4540862,83.63269,0.3399015,14366,高三(05),922
280,280,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14201,87.5,-0.8103786999999999,73.51697,0.8078818,14201,高三(05),922
281,281,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14217,91.5,-0.4057499000000001,76.75399999999998,0.7019704999999999,14217,高三(05),922
282,282,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,13998,96.5,0.100036,80.80029,0.5,13998,高三(05),922
283,283,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14158,82.0,-1.366743,69.06606,0.906404,14158,高三(05),922
284,284,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14338,104.0,0.8587149,86.86972,0.1871921,14338,高三(05),922
285,285,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14010,97.5,0.2011932,81.60954,0.4507389,14010,高三(05),922
286,286,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14309,80.5,-1.518479,67.85217,0.9162561,14309,高三(05),922
287,287,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14034,87.0,-0.8609573,73.11234,0.8128079,14034,高三(05),922
288,288,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14378,89.5,-0.6080644000000001,75.13548,0.7487684,14378,高三(05),922
289,289,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14367,76.5,-1.9231080000000005,64.61514,0.9704434,14367,高三(05),922
290,290,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14065,94.0,-0.152857,78.77715,0.591133,14065,高三(05),922
291,291,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14226,99.5,0.4035076,83.22806,0.3423645,14226,高三(05),922
292,292,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14235,93.0,-0.2540142,77.96789,0.6256158,14235,高三(05),922
293,293,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14350,103.5,0.8081363,86.46509,0.1896552,14350,高三(05),922
294,294,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14306,104.5,0.9092935,87.27435,0.16748770000000002,14306,高三(05),922
295,295,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14192,78.0,-1.7713720000000002,65.82903,0.9532019,14192,高三(05),922
296,296,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14138,97.5,0.2011932,81.60954,0.4753695,14138,高三(06),924
297,297,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14169,100.0,0.4540862,83.63269,0.32266009999999995,14169,高三(06),924
298,298,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14199,94.5,-0.1022784,79.18177,0.5689655,14199,高三(06),924
299,299,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14080,100.5,0.5046647,84.03732,0.3152709,14080,高三(06),924
300,300,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14055,102.0,0.6564005,85.25121,0.2561576,14055,高三(06),924
301,301,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14449,91.0,-0.4563285,76.34937,0.7167488000000001,14449,高三(06),924
302,302,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14272,103.5,0.8081363,86.46509,0.2142857,14272,高三(06),924
303,303,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14042,102.0,0.6564005,85.25121,0.2536946,14042,高三(06),924
304,304,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14088,95.0,-0.05169979,79.5864,0.5591133,14088,高三(06),924
305,305,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14292,92.0,-0.3551714,77.15863,0.6699507,14292,高三(06),924
306,306,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14180,95.0,-0.05169979,79.5864,0.5615764,14180,高三(06),924
307,307,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14268,100.5,0.5046647,84.03732,0.317734,14268,高三(06),924
308,308,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,13992,109.0,1.364501,90.91601,0.07389162,13992,高三(06),924
309,309,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14351,109.0,1.364501,90.91601,0.07635468,14351,高三(06),924
310,310,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14078,105.5,1.010451,88.0836,0.1403941,14078,高三(06),924
311,311,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14336,88.0,-0.7598001,73.9216,0.8004926,14336,高三(06),924
312,312,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14220,100.5,0.5046647,84.03732,0.32019699999999995,14220,高三(06),924
313,313,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14028,112.0,1.667972,93.34378,0.03940887,14028,高三(06),924
314,314,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14147,97.5,0.2011932,81.60954,0.4778325,14147,高三(06),924
318,318,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14450,88.5,-0.7092215000000001,74.32623000000002,0.7857143,14450,高三(10),925
319,319,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14354,99.0,0.352929,82.82343,0.3793103,14354,高三(10),925
320,320,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14294,90.0,-0.5574858,75.54012,0.7389163000000001,14294,高三(10),925
321,321,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14197,97.5,0.2011932,81.60954,0.4433497,14197,高三(10),925
322,322,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14227,97.5,0.2011932,81.60954,0.4408867,14227,高三(10),925
323,323,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,13564,110.0,1.465658,91.72527,0.05665025,13564,高三(10),925
324,324,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,13978,85.0,1.223931,89.79145,0.07901235,13978,高三(01),921
325,325,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,13951,70.0,-0.01840498,79.85276,0.5703704,13951,高三(01),921
326,326,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14142,80.0,0.809819,86.47855,0.2271605,14142,高三(01),921
327,327,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14152,77.0,0.5613518,84.49081,0.3209876,14152,高三(01),921
328,328,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14021,75.0,0.395707,83.16566,0.4,14021,高三(01),921
329,329,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,13947,88.0,1.472398,91.77918,0.02716049,13947,高三(01),921
330,330,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,13958,89.0,1.55522,92.44176,0.01728395,13958,高三(01),921
331,331,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14137,71.0,0.06441741,80.51534000000002,0.5432099,14137,高三(01),921
332,332,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,13974,87.0,1.389576,91.11661,0.04444445,13974,高三(01),921
333,333,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14005,78.0,0.6441741999999999,85.1534,0.27654320000000004,14005,高三(01),921
334,334,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14262,83.0,1.058286,88.46629,0.1530864,14262,高三(01),921
335,335,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,13964,72.0,0.1472398,81.17792,0.5012346,13964,高三(01),921
336,336,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14030,75.0,0.395707,83.16566,0.3975309,14030,高三(01),921
337,337,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,13976,88.0,1.472398,91.77918,0.02962963,13976,高三(01),921
338,338,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14003,80.0,0.809819,86.47855,0.2320988,14003,高三(01),921
339,339,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14280,59.0,-0.9294513,72.56439,0.837037,14280,高三(01),921
340,340,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,13999,85.0,1.223931,89.79145,0.08148148,13999,高三(01),921
341,341,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14146,49.0,-1.757675,65.9386,0.9432099,14146,高三(01),921
342,342,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14237,55.0,-1.260741,69.91407,0.891358,14237,高三(01),921
343,343,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14083,78.0,0.6441741999999999,85.1534,0.2839506,14083,高三(01),921
344,344,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,13996,78.0,0.6441741999999999,85.1534,0.2740741,13996,高三(01),921
345,345,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,13995,84.0,1.141109,89.12886999999998,0.1160494,13995,高三(01),921
346,346,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14212,75.0,0.395707,83.16566,0.3901235,14212,高三(01),921
347,347,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14025,85.0,1.223931,89.79145,0.08395062,14025,高三(01),921
