,Unnamed: 0,exam_numname,mes_sub_id,mes_sub_name,exam_term,exam_type,exam_sdate,mes_StudentID,mes_Score,mes_Z_Score,mes_T_Score,mes_dengdi,bf_StudentID,cla_Name,cla_id
248,248,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,14495,72.0,-0.8552235,73.15821,0.7803203000000001,14495,白-高二(03),903
249,249,2018-1学期期中考试,7.0,历史,2018-2019-1,2,2018/11/5 00:00:00,14495,57.0,-1.009235,71.92612,0.8736841999999999,14495,白-高二(03),903
261,261,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,14523,73.0,0.4987661,83.99013000000002,0.3807339,14523,白-高二(09),909
262,262,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14745,63.0,-0.7372276999999999,74.10218,0.7848970000000001,14745,白-高二(05),905
263,263,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14811,76.0,0.35429970000000005,82.8344,0.4187643,14811,白-高二(05),905
264,264,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14841,63.0,-0.7372276999999999,74.10218,0.7871854,14841,白-高二(05),905
265,265,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14841,85.5,0.8705641,86.96452,0.1967963,14841,白-高二(05),905
266,266,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14552,73.0,-0.2872739,77.70181,0.6710963000000001,14552,白-高二(05),905
267,267,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14843,66.0,-0.9381193,72.49505,0.8272425999999999,14843,白-高二(05),905
268,268,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14572,54.0,-1.177787,70.57771,0.8915094000000001,14572,白-高二(05),905
269,269,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14676,89.0,1.200373,89.60298,0.089701,14676,白-高二(02),902
270,270,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14612,83.0,0.6425050999999999,85.14004,0.2956811,14612,白-高二(03),903
271,271,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14622,75.0,-0.1013181,79.18945,0.6046511999999999,14622,白-高二(03),903
272,272,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14625,88.0,1.107395,88.85915,0.1129568,14625,白-高二(03),903
273,273,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14791,82.0,0.5495272,84.39622,0.3122924,14791,白-高二(03),903
274,274,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14636,78.0,0.17761559999999998,81.42092,0.461794,14636,白-高二(03),903
275,275,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14803,75.0,-0.1013181,79.18945,0.5681063000000001,14803,白-高二(04),904
276,276,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14559,82.0,0.5495272,84.39622,0.3355482,14559,白-高二(04),904
367,367,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14776,65.0,-0.4731326,76.21494,0.7208238,14776,白-高二(02),902
368,368,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14801,63.0,-0.7732182,73.81425,0.8146453,14801,白-高二(03),903
480,480,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14771,54.0,-2.0538540000000003,63.56916999999999,0.9734219,14771,白-高二(04),904
483,483,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14777,50.0,-2.425766,60.59388000000001,0.9833887,14777,白-高二(04),904
636,636,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14514,76.0,1.403604,91.22883,0.08018868,14514,白-高二(05),905
637,637,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14817,60.0,-0.4737716,76.20982,0.7028302,14817,白-高二(08),908
638,638,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,14522,75.0,0.665276,85.3222,0.2683486,14522,白-高二(08),908
639,639,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,14632,50.0,-1.416098,68.67121,0.8922018,14632,白-高二(08),908
640,640,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,14872,64.0,-0.2505288,77.99577,0.6444954,14872,白-高二(08),908
641,641,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14523,67.0,-0.4013731,76.78902,0.6750571999999999,14523,白-高二(09),909
642,642,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15003,40.0,-2.668391,58.65286999999999,0.9908467,15003,白-高二(09),909
643,643,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14812,71.0,-0.4732297,76.21415999999998,0.7009966999999999,14812,白-高二(09),909
644,644,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14886,67.0,-0.8451414,73.23886999999998,0.8172758000000001,14886,白-高二(11),911
645,645,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,14623,78.0,-0.1549124,78.7607,0.5995423000000001,14623,白-高二(10),910
646,646,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14555,67.0,-0.1730471,78.61561999999998,0.5812357,14555,白-高二(10),910
647,647,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14689,67.0,-0.1730471,78.61561999999998,0.5858123000000001,14689,白-高二(10),910
648,648,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14810,78.0,0.5222269,84.17782,0.34324940000000004,14810,白-高二(10),910
649,649,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14858,71.5,-0.4907423,76.07406,0.7276888000000001,14858,白-高二(10),910
650,650,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,14810,67.0,0.05988463,80.47908000000002,0.4878049,14810,白-高二(10),910
651,651,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,14797,71.0,-0.9719419,72.22446,0.8192219999999999,14797,白-高二(10),910
652,652,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,14892,76.0,-0.3883494,76.8932,0.6636156,14892,白-高二(11),911
674,674,2018-1学期期中考试,7.0,历史,2018-2019-1,2,2018/11/5 00:00:00,14667,58.0,-0.9265824,72.58734,0.8315790000000001,14667,白-高二(10),910
675,675,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,14818,63.0,-0.3337837,77.32973,0.6628440999999999,14818,白-高二(10),910
676,676,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,14864,74.0,0.5820211,84.65616999999997,0.34403670000000003,14864,白-高二(10),910
677,677,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14931,64.0,-0.6231754,75.0146,0.7871854,14931,白-高二(11),911
678,678,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14931,74.0,-0.194296,78.44563000000002,0.6112957,14931,白-高二(11),911
679,679,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14930,54.0,-2.192375,62.46100000000001,0.9702517,14930,白-高二(12),912
769,769,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14939,58.0,-1.6819419999999998,66.54446,0.9468439,14939,白-高二(12),912
770,770,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,14910,49.0,-1.406295,68.74963000000001,0.9163763,14910,白-高二(12),912
771,771,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,14771,78.0,-0.1549124,78.7607,0.617849,14771,白-高二(04),904
776,776,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14700,71.0,-0.4732297,76.21415999999998,0.7109634,14700,白-高二(04),904
777,777,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14708,82.0,0.5495272,84.39622,0.3388704,14708,白-高二(04),904
778,778,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14684,57.0,-1.77492,65.80064,0.9601329,14684,白-高二(05),905
779,779,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14883,62.0,-0.923261,72.61391,0.8375286,14883,白-高二(10),910
780,780,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,14458,75.0,-0.6018258000000001,75.18539,0.7272727,14458,白-高二(01),901
781,781,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14775,89.0,1.200373,89.60298,0.09634551,14775,白-高二(05),905
782,782,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,14512,77.0,0.831786,86.65429,0.2087156,14512,白-高二(02),902
783,783,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,14741,78.0,0.915041,87.32033,0.190367,14741,白-高二(02),902
784,784,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14574,74.0,-0.194296,78.44563000000002,0.6179401999999999,14574,白-高二(05),905
785,785,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14705,87.0,1.014417,88.11533,0.14950170000000002,14705,白-高二(05),905
786,786,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14718,83.0,0.6425050999999999,85.14004,0.3023256,14718,白-高二(05),905
787,787,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,14773,82.0,0.3119616,82.49569,0.4324943,14773,白-高二(04),904
788,788,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,14470,85.0,0.722191,85.77753,0.25,14470,白-高二(01),901
789,789,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,14481,62.0,-2.323048,61.41562,1.0,14481,白-高二(01),901
790,790,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14701,69.0,-0.2334458,78.13243,0.624714,14701,白-高二(03),903
791,791,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14783,79.0,0.6061906,84.84953,0.2814645,14783,白-高二(03),903
792,792,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14554,65.5,-1.074159,71.40671999999998,0.8489701999999999,14554,白-高二(03),903
793,793,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14477,72.0,0.9342598,87.47408,0.1745283,14477,白-高二(03),903
794,794,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14627,61.0,-0.3564356,77.14851,0.6462264,14627,白-高二(03),903
795,795,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14707,80.0,1.872947,94.98358,0.02830189,14707,白-高二(03),903
796,796,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14693,67.0,0.3475801,82.78064,0.3443396,14693,白-高二(03),903
797,797,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,14499,71.0,-1.131433,70.94854000000002,0.8863636,14499,白-高二(01),901
798,798,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14749,78.0,0.1412928,81.13034,0.5057208,14749,白-高二(02),902
799,799,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14863,60.0,-0.4737716,76.20982,0.7075471999999999,14863,白-高二(03),903
800,800,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14859,67.0,0.3475801,82.78064,0.3490566,14859,白-高二(03),903
801,801,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14608,94.0,1.6652619999999998,93.3221,0.02657807,14608,白-高二(06),906
802,802,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14680,84.0,0.7354831000000001,85.88387,0.2591362,14680,白-高二(07),907
803,803,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14801,62.0,-0.23909970000000005,78.0872,0.5943396,14801,白-高二(03),903
804,804,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14772,59.0,-1.588965,67.28828,0.9368771,14772,白-高二(07),907
805,805,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14834,76.0,-0.008340211,79.93328000000002,0.5448505,14834,白-高二(07),907
806,806,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14821,80.0,0.3635714,82.90857,0.4086379000000001,14821,白-高二(08),908
807,807,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14539,79.0,0.2705935,82.16475,0.4252492,14539,白-高二(08),908
808,808,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14595,86.0,0.9214388,87.37151,0.192691,14595,白-高二(08),908
809,809,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14944,58.0,-1.6819419999999998,66.54446,0.9501661,14944,白-高二(09),909
810,810,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14553,84.0,0.7354831000000001,85.88387,0.2425249,14553,白-高二(09),909
811,811,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14538,89.0,1.200373,89.60298,0.08637874,14538,白-高二(10),910
812,812,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14897,77.0,0.08463769,80.6771,0.4916944,14897,白-高二(11),911
813,813,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14903,81.0,0.4565493,83.6524,0.358804,14903,白-高二(11),911
814,814,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14885,68.0,-0.7521635,73.98269,0.7840531,14885,白-高二(12),912
815,815,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14918,69.0,-0.6591855,74.72652,0.7607973000000001,14918,白-高二(12),912
816,816,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,14544,63.0,-0.26593320000000004,77.87254,0.620209,14544,白-高二(02),902
817,817,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14647,83.5,0.6760918,85.40874000000002,0.2814645,14647,白-高二(03),903
818,818,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14857,72.0,-0.4421242,76.46301,0.7116705,14857,白-高二(03),903
819,819,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14563,71.0,0.4271241,83.41699,0.3386728,14563,白-高二(04),904
820,820,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14699,75.0,1.027295,88.21836,0.13958810000000002,14699,白-高二(04),904
821,821,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14792,72.0,0.5771669,84.61733000000002,0.3249428,14792,白-高二(04),904
822,822,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14796,66.0,-0.3230898,77.41528000000002,0.6681921999999999,14796,白-高二(04),904
823,823,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14803,66.0,-0.3230898,77.41528000000002,0.6704805,14803,白-高二(04),904
824,824,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14819,65.0,-0.4731326,76.21494,0.6750571999999999,14819,白-高二(04),904
825,825,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14825,69.0,0.1270385,81.01631,0.4416476,14825,白-高二(04),904
826,826,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14529,72.0,0.9342598,87.47408,0.1556604,14529,白-高二(04),904
827,827,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14563,74.0,1.168932,89.35146,0.1132075,14563,白-高二(04),904
828,828,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14592,56.0,-0.9431154,72.45508000000002,0.8254716999999999,14592,白-高二(04),904
829,829,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14771,57.0,-0.8257793999999999,73.39376999999998,0.8207546999999998,14771,白-高二(04),904
830,830,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14629,51.0,-1.529795,67.76164,0.9481132,14629,白-高二(04),904
831,831,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14638,63.0,-0.1217637,79.02589,0.5660377,14638,白-高二(04),904
832,832,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14702,73.0,1.051596,88.41277,0.1509434,14702,白-高二(04),904
833,833,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14714,76.0,1.403604,91.22883,0.07075471,14714,白-高二(04),904
834,834,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,15005,39.0,-2.937827,56.49739,1.0,15005,白-高二(04),904
835,835,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,14848,64.0,-0.004427772,79.96458,0.495283,14848,白-高二(04),904
836,836,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14895,62.0,-1.310031,69.51975,0.9069768,14895,白-高二(12),912
837,837,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,14904,61.0,-1.403009,68.77593,0.910299,14904,白-高二(12),912
838,838,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,14479,84.0,1.162961,89.30369,0.1621622,14479,白-高二(01),901
839,839,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14809,77.0,0.4382633,83.5061,0.3729977,14809,白-高二(06),906
873,873,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,14690,74.0,0.5820211,84.65616999999997,0.3394496,14690,白-高二(04),904
874,874,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,14489,66.0,-0.4406251000000001,76.475,0.7027026999999999,14489,白-高二(01),901
875,875,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,14498,78.0,0.6284326,85.02745999999998,0.2972973,14498,白-高二(01),901
876,876,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,14505,89.0,1.608402,92.86722,0.02702703,14505,白-高二(01),901
877,877,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14534,76.0,-0.05317951,79.57455999999998,0.5835239999999999,14534,白-高二(10),910
878,878,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14538,76.5,-0.004561422,79.96351,0.5720824000000001,14538,白-高二(10),910
879,879,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14548,70.5,-0.5879784,75.29616999999998,0.7574371,14548,白-高二(10),910
880,880,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14555,80.0,0.3357652,82.68611999999997,0.4324943,14555,白-高二(10),910
881,881,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14565,69.0,-0.7338326999999999,74.12934,0.7940503000000001,14565,白-高二(10),910
882,882,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14567,84.5,0.7733279000000001,86.18661999999998,0.2334096,14567,白-高二(10),910
883,883,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14583,88.5,1.162273,89.29818,0.1121281,14583,白-高二(10),910
884,884,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14584,93.5,1.648453,93.18763,0.01372998,14584,白-高二(10),910
885,885,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14587,77.0,0.04405666,80.35246,0.562929,14587,白-高二(10),910
886,886,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14606,75.0,-0.1504157,78.79668000000002,0.6201373,14606,白-高二(10),910
887,887,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14611,88.0,1.113654,88.90923000000002,0.1167048,14611,白-高二(10),910
888,888,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14620,88.0,1.113654,88.90923000000002,0.1189931,14620,白-高二(10),910
889,889,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14623,68.0,-0.8310689,73.35145,0.805492,14623,白-高二(10),910
890,890,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14633,75.5,-0.10179760000000003,79.18562,0.597254,14633,白-高二(10),910
891,891,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14644,75.5,-0.10179760000000003,79.18562,0.5995423000000001,14644,白-高二(10),910
892,892,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14661,87.0,1.016418,88.13135,0.1464531,14661,白-高二(10),910
893,893,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14667,81.5,0.4816194,83.85296,0.3592677,14667,白-高二(10),910
894,894,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14668,77.5,0.09267475,80.7414,0.5286041,14668,白-高二(10),910
895,895,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14669,85.0,0.821946,86.57557,0.221968,14669,白-高二(10),910
896,896,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14678,83.5,0.6760918,85.40874000000002,0.2768879,14678,白-高二(10),910
897,897,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14689,93.5,1.648453,93.18763,0.01601831,14689,白-高二(10),910
898,898,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14706,77.5,0.09267475,80.7414,0.5263158,14706,白-高二(10),910
899,899,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14713,83.0,0.6274736999999999,85.01979,0.28604120000000005,14713,白-高二(10),910
900,900,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,14473,64.0,-0.6188014000000001,75.04959000000002,0.8378378000000001,14473,白-高二(01),901
901,901,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14740,88.5,1.162273,89.29818,0.10983980000000003,14740,白-高二(10),910
902,902,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14761,91.0,1.405363,91.2429,0.04347826,14761,白-高二(10),910
903,903,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14765,83.5,0.6760918,85.40874000000002,0.27917620000000004,14765,白-高二(10),910
904,904,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14789,68.0,-0.8310689,73.35145,0.8077803000000001,14789,白-高二(10),910
905,905,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14790,88.0,1.113654,88.90923000000002,0.1144165,14790,白-高二(10),910
906,906,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14794,87.0,1.016418,88.13135,0.1487414,14794,白-高二(10),910
907,907,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14797,81.5,0.4816194,83.85296,0.3569794000000001,14797,白-高二(10),910
908,908,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15004,89.0,1.445827,91.56661,0.0617849,15004,白-高二(06),906
909,909,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14807,71.5,-0.4907423,76.07406,0.7208238,14807,白-高二(10),910
910,910,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,14810,78.0,0.1412928,81.13034,0.5148742000000001,14810,白-高二(10),910
