,exam_numname,mes_sub_id,mes_sub_name,exam_term,exam_type,exam_sdate,mes_StudentID,mes_Score,mes_Z_Score,mes_T_Score,mes_dengdi,bf_StudentID,cla_Name,cla_id
34,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14307,95.5,-0.0011212,79.99103000000001,0.5418719,14307,高三(04),918
35,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14119,110.0,1.465658,91.72527,0.05418719,14119,高三(09),923
36,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,14493,78.0,-1.004993,71.96005,0.8863636,14493,白-高二(01),901
37,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14306,79.0,0.7269966,85.81597,0.25679009999999997,14306,高三(05),922
38,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14192,81.0,0.8926414,87.14113,0.2024691,14192,高三(05),922
39,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14138,64.0,-0.5153393000000001,75.87729,0.7308642,14138,高三(06),924
40,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14169,77.0,0.5613518,84.49081,0.308642,14169,高三(06),924
41,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14199,78.0,0.6441741999999999,85.1534,0.29629629999999996,14199,高三(06),924
42,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14080,63.0,-0.5981618000000001,75.21471,0.7333333000000001,14080,高三(06),924
43,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14055,59.0,-0.9294513000000001,72.56439,0.8320988000000001,14055,高三(06),924
44,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,14449,63.0,-0.5981618000000001,75.21471,0.7382715999999999,14449,高三(06),924
45,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,14494,83.0,-0.2580388,77.93569000000001,0.6590909,14494,白-高二(01),901
46,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,14499,81.0,-0.5568206,75.54543000000001,0.7272727,14499,白-高二(01),901
47,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,14501,93.0,1.23587,89.88696,0.06818182,14501,白-高二(01),901
48,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,14502,87.0,0.3395247,82.71619,0.4545455,14502,白-高二(01),901
49,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,14496,80.0,-0.7062114,74.35031,0.7954545999999999,14496,白-高二(01),901
50,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,15661,73.0,-0.09850416,79.21197,0.5705522,15661,东-高一(02),927
51,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,16147,82.0,-0.6136984000000001,75.09042,0.772043,16147,白-高一(05),938
52,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,15466,78.0,0.4895901,83.91672,0.3290323,15466,白-高一(05),938
53,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,15484,69.0,-0.3819261,76.94459,0.6709678000000001,15484,白-高一(05),938
54,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,15532,78.0,0.4895901,83.91672,0.3311828,15532,白-高一(05),938
55,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15460,59.0,-1.7104700000000002,66.31624000000001,0.9440860000000001,15460,白-高一(06),939
56,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15467,72.0,-0.4783691,76.17305,0.6967741999999999,15467,白-高一(06),939
57,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15470,94.0,1.606725,92.8538,0.02795699,15470,白-高一(06),939
58,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15480,74.0,-0.2888151,77.68948,0.6451613,15480,白-高一(06),939
59,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15495,89.0,1.13284,89.06272,0.1311828,15495,白-高一(06),939
60,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15496,67.0,-0.9522540999999999,72.38197,0.8580645,15496,白-高一(06),939
61,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15508,76.0,-0.09926108,79.20591,0.5677419,15508,白-高一(06),939
62,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15509,90.0,1.227617,89.82094000000001,0.09247312,15509,白-高一(06),939
63,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15523,74.0,-0.2888151,77.68948,0.6430107,15523,白-高一(06),939
64,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15525,89.0,1.13284,89.06272,0.1333333,15525,白-高一(06),939
65,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15543,76.0,-0.09926108,79.20591,0.5655914000000001,15543,白-高一(06),939
66,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15548,70.0,-0.6679231,74.65661999999999,0.7591398,15548,白-高一(06),939
67,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15565,73.0,-0.3835921,76.93127,0.688172,15565,白-高一(06),939
68,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15567,74.0,-0.2888151,77.68948,0.6408602,15567,白-高一(06),939
69,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15573,78.0,0.09029293,80.72234,0.4946237,15573,白-高一(06),939
70,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15574,57.0,-1.9000240000000002,64.7998,0.9591398000000001,15574,白-高一(06),939
71,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15588,72.0,-0.4783691,76.17305,0.6946236,15588,白-高一(06),939
72,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15609,90.0,1.227617,89.82094000000001,0.08817204,15609,白-高一(06),939
73,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15610,81.0,0.37462399999999996,82.99699,0.3935484,15610,白-高一(06),939
74,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15611,70.0,-0.6679231,74.65661999999999,0.7569892,15611,白-高一(06),939
75,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15613,93.0,1.5119479999999998,92.09558,0.04516129,15613,白-高一(06),939
76,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15623,74.0,-0.2888151,77.68948,0.6365590999999999,15623,白-高一(06),939
77,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15636,65.0,-1.141808,70.86553,0.883871,15636,白-高一(06),939
78,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15640,60.0,-1.615693,67.07446,0.9354839,15640,白-高一(06),939
79,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,16082,79.0,0.18506989999999998,81.48056,0.4752688,16082,白-高一(06),939
80,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,15720,90.5,1.323426,90.5874,0.05806452,15720,东-高一(05),930
81,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15756,80.0,0.30572259999999996,82.44578,0.3680982,15756,东-高一(01),926
82,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15758,68.0,-0.8225667,73.41946,0.791411,15758,东-高一(01),926
83,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15762,93.0,1.528036,92.22429,0.07361963,15762,东-高一(01),926
84,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15767,89.0,1.15194,89.21552,0.15950920000000002,15767,东-高一(01),926
85,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15769,81.0,0.3997467,83.19798,0.34969320000000004,15769,东-高一(01),926
86,2018-1学期期中考试,7.0,历史,2018-2019-1,2,2018/11/5 00:00:00,15957,53.5,-1.2298850000000001,70.16091999999999,0.8903226000000001,15957,白-高一(08),941
87,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,15930,54.0,-0.9864440000000001,72.10844,0.8408602,15930,白-高一(08),941
88,2018-1学期期中考试,7.0,历史,2018-2019-1,2,2018/11/5 00:00:00,15584,55.5,-1.0370030000000001,71.70398,0.8473119,15584,白-高一(03),936
89,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,15541,91.0,1.18645,89.4916,0.11042950000000001,15541,白-高一(01),934
90,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,15475,64.0,-1.9812990000000001,64.1496,0.9693251,15475,白-高一(01),934
91,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,15614,65.0,-1.853448,65.17241999999999,0.9631902,15614,白-高一(01),934
92,2018-1学期期中考试,7.0,历史,2018-2019-1,2,2018/11/5 00:00:00,15528,87.5,1.627414,93.01931,0.04907975,15528,白-高一(01),934
93,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14126,90.5,-0.5069072,75.94474,0.729064,14126,高三(04),918
94,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14293,97.5,0.2011932,81.60954,0.45320200000000005,14293,高三(04),918
95,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14234,85.5,-1.012693,71.89845,0.8472905999999999,14234,高三(04),918
96,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14296,96.5,0.100036,80.80029,0.5049260999999999,14296,高三(04),918
97,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14349,80.5,-1.5184790000000001,67.85217,0.9236453000000001,14349,高三(04),918
98,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14270,95.5,-0.0011212,79.99103000000001,0.5467981,14270,高三(04),918
99,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14107,93.5,-0.2034356,78.37250999999999,0.6059113,14107,高三(04),918
100,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14191,92.5,-0.3045928,77.56326,0.6502463,14191,高三(04),918
101,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14103,99.5,0.40350759999999997,83.22806,0.3497537,14103,高三(04),918
102,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14075,75.5,-2.024265,63.80588,0.9753695,14075,高三(04),918
103,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14084,84.5,-1.11385,71.0892,0.864532,14084,高三(04),918
104,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14278,97.5,0.2011932,81.60954,0.4581281,14278,高三(04),918
105,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14279,89.0,-0.6586429,74.73085999999999,0.7660099,14279,高三(04),918
106,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,13970,100.0,0.4540862,83.63269,0.3275862,13970,高三(04),918
107,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14310,102.5,0.7069791,85.65583000000001,0.2389163,14310,高三(04),918
108,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14105,96.0,0.04945739,80.39565999999999,0.5270935999999999,14105,高三(05),922
109,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14374,87.5,-0.8103786999999999,73.51697,0.8054187,14374,高三(05),922
110,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14365,88.0,-0.7598001,73.9216,0.7881773,14365,高三(05),922
111,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14322,103.0,0.7575576999999999,86.06045999999999,0.22660100000000002,14322,高三(05),922
112,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14318,81.5,-1.417322,68.66141999999999,0.91133,14318,高三(05),922
113,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14283,89.0,-0.6586429,74.73085999999999,0.770936,14283,高三(05),922
114,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14113,101.5,0.6058219,84.84657,0.27586209999999994,14113,高三(05),922
115,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14323,83.5,-1.215007,70.27994,0.8768473,14323,高三(05),922
116,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14096,92.5,-0.3045928,77.56326,0.6428571,14096,高三(05),922
117,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14333,95.5,-0.0011212,79.99103000000001,0.5369458,14333,高三(05),922
118,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14165,91.0,-0.45632849999999997,76.34937,0.7068965,14165,高三(05),922
119,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14101,103.5,0.8081363,86.46509,0.1970443,14101,高三(05),922
120,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14317,91.5,-0.40574990000000005,76.75399999999999,0.6995074,14317,高三(05),922
121,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14093,99.0,0.352929,82.82343,0.3768473,14093,高三(05),922
122,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14062,96.5,0.100036,80.80029,0.5073892,14062,高三(05),922
123,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14312,98.0,0.2517718,82.01418000000001,0.43349750000000004,14312,高三(05),922
124,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14300,90.5,-0.5069072,75.94474,0.7315271,14300,高三(05),922
125,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14049,85.0,-1.063272,71.49383,0.8571429,14049,高三(05),922
126,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14285,72.5,-2.327737,61.37811,0.9852216999999999,14285,高三(05),922
127,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14023,91.5,-0.40574990000000005,76.75399999999999,0.6945813,14023,高三(05),922
128,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14375,88.5,-0.7092215000000001,74.32623000000001,0.7832511999999999,14375,高三(05),922
129,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14108,93.0,-0.2540142,77.96789,0.637931,14108,高三(05),922
130,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14238,102.5,0.7069791,85.65583000000001,0.229064,14238,高三(05),922
131,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15828,65.0,-1.104639,71.16289,0.8650306000000001,15828,东-高一(02),927
132,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,15698,86.0,1.264271,90.11417,0.09892473,15698,东-高一(04),929
133,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15751,94.0,0.767123,86.13699,0.2645161,15751,东-高一(05),930
134,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15873,81.0,-0.7287669,74.16986999999999,0.7827957,15873,东-高一(05),930
135,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,15686,81.0,0.6616641,85.29330999999999,0.2688172,15686,东-高一(07),932
136,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,15777,-2.0,,,,15777,东-高一(07),932
137,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,16100,69.0,-0.3819261,76.94459,0.6752688,16100,白-高一(05),938
138,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,15534,65.0,-1.8172400000000002,65.46208,0.9325153,15534,白-高一(02),935
139,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,15466,90.0,1.585918,92.68735,0.01505376,15466,白-高一(05),938
140,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,15814,90.0,1.070924,88.56739,0.1349693,15814,东-高一(01),926
141,2018-1学期期中考试,8.0,地理,2018-2019-1,2,2018/11/5 00:00:00,15897,82.5,0.4254523,83.40361999999999,0.398773,15897,东-高一(02),927
142,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,15495,83.0,0.9737658000000001,87.79012,0.1784946,15495,白-高一(06),939
143,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,15523,71.0,-0.1882558,78.49395,0.6064516,15523,白-高一(06),939
144,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,16071,82.0,0.8769306999999998,87.01544,0.2064516,16071,东-高一(04),929
145,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,15815,79.0,0.5864252,84.6914,0.3139785,15815,东-高一(05),930
146,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,15778,57.0,-1.8030130000000002,65.5759,0.9419354999999999,15778,东-高一(07),932
147,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,15785,83.0,0.8670539,86.93643,0.1956989,15785,东-高一(07),932
148,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,15657,76.0,0.2959198,82.36735999999999,0.4150538,15657,东-高一(08),933
149,2018-1学期期中考试,5.0,化学,2018-2019-1,2,2018/11/5 00:00:00,15662,88.0,1.457942,91.66353000000001,0.06666667,15662,东-高一(08),933
150,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,15545,74.0,-0.7027886,74.37769,0.7730060999999999,15545,白-高一(02),935
151,2018-1学期期中考试,6.0,生物,2018-2019-1,2,2018/11/5 00:00:00,15595,80.0,0.0643177,80.51454,0.5644172,15595,白-高一(02),935
152,2018-1学期期中考试,7.0,历史,2018-2019-1,2,2018/11/5 00:00:00,15510,74.5,0.2982598,82.38608,0.404908,15510,白-高一(02),935
153,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14205,90.5,-0.5069072,75.94474,0.7216749,14205,高三(09),923
154,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14370,71.5,-2.4288939999999997,60.56885,0.9876847,14370,高三(09),923
155,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14086,106.0,1.061029,88.48824,0.135468,14086,高三(09),923
156,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14015,91.5,-0.40574990000000005,76.75399999999999,0.6798029999999999,14015,高三(09),923
157,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14357,77.0,-1.872529,65.01977,0.9630542,14357,高三(09),923
158,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14160,86.0,-0.9621145000000001,72.30309,0.8374384,14160,高三(09),923
159,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14019,116.5,2.12318,96.98544,0.009852217,14019,高三(10),925
160,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14345,103.5,0.8081363,86.46509,0.1921182,14345,高三(10),925
161,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14047,106.5,1.111608,88.89286,0.1206897,14047,高三(10),925
162,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14254,111.5,1.617394,92.93915,0.04679803,14254,高三(10),925
163,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14332,81.0,-1.4679,68.2568,0.9137931,14332,高三(10),925
164,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14185,107.0,1.162187,89.29749,0.09852216,14185,高三(10),925
165,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14121,109.5,1.4150790000000002,91.32063000000001,0.06650246,14121,高三(10),925
166,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14215,97.5,0.2011932,81.60954,0.44581279999999995,14215,高三(10),925
167,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14186,93.5,-0.2034356,78.37250999999999,0.6231526999999999,14186,高三(10),925
168,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14329,91.5,-0.40574990000000005,76.75399999999999,0.6970443000000001,14329,高三(10),925
169,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,13984,94.5,-0.1022784,79.18177,0.5738916000000001,13984,高三(10),925
170,2018-1学期期中考试,1.0,语文,2018-2019-1,2,2018/11/5 00:00:00,14004,106.0,1.061029,88.48824,0.1305419,14004,高三(10),925
